P_ID,ITEM_ID,BRAND,RATING,MODEL_ATTR,JOINS
P1218,Camera & Photo,Sony,5,Female,1218
P1219,Camera & Photo,Polaroid,4,Male,1219
P1220,Camera & Photo,Kodak,3,Female&Male,1220
P1221,Camera & Photo,Vivitar,4,Female,1221
P1222,Camera & Photo,Sony,5,Male,1222
P1223,Computers & Accessories,Linksys,1,Female,1223
P1224,Camera & Photo,Olympus,5,Female,1224
P1225,Camera & Photo,Sony,3,Female,1225
P1226,Computers & Accessories,Linksys,2,Female,1226
P1227,Camera & Photo,Kodak,4,Female&Male,1227
P1228,Computers & Accessories,Linksys,5,Female&Male,1228
P1229,Camera & Photo,Olympus,4,Female,1229
P1230,Camera & Photo,Canon,5,Female,1230
P1231,Camera & Photo,Nikon,5,Female,1231
P1232,Camera & Photo,Kodak,5,Female,1232
P1233,Camera & Photo,Olympus,5,Female,1233
P1234,Camera & Photo,Canon,3,Male,1234
P1235,Camera & Photo,Sony,5,Male,1235
P1236,Camera & Photo,Canon,4,Female,1236
P1237,Computers & Accessories,Logitech,2,Female&Male,1237
P1238,Home Audio,Philips,1,Female,1238
P1239,Camera & Photo,Kodak,4,Female,1239
P1240,Computers & Accessories,Linksys,3,Female&Male,1240
P1241,Camera & Photo,Canon,5,Female,1241
P1242,Computers & Accessories,Linksys,4,Female&Male,1242
P1243,Computers & Accessories,Sennheiser,5,Male,1243
P1244,Camera & Photo,Canon,3,Female,1244
P1245,Camera & Photo,Canon,5,Female,1245
P1246,Camera & Photo,Olympus,4,Female,1246
P1247,Portable Audio & Video,Pyle,4,Female&Male,1247
P1248,Camera & Photo,Sony,5,Female,1248
P1249,Camera & Photo,Nikon,5,Female,1249
P1250,Computers & Accessories,Linksys,5,Female,1250
P1251,Camera & Photo,Sony,1,Male,1251
P1252,Camera & Photo,Kodak,4,Female&Male,1252
P1253,Computers & Accessories,Linksys,1,Female,1253
P1254,Computers & Accessories,Apple,5,Female&Male,1254
P1255,Camera & Photo,Olympus,5,Female,1255
P1256,Computers & Accessories,Apple,1,Female&Male,1256
P1257,Camera & Photo,Sony,1,Female,1257
P1258,Camera & Photo,Sony,3,Female,1258
P1259,Camera & Photo,Olympus,5,Female,1259
P1260,Camera & Photo,Nikon,4,Female,1260
P1261,Camera & Photo,Canon,5,Female,1261
P1262,Camera & Photo,Canon,2,Female,1262
P1263,Camera & Photo,Canon,5,Female,1263
P1264,Computers & Accessories,Linksys,1,Female,1264
P1265,Camera & Photo,Sony,2,Female,1265
P1266,Camera & Photo,Olympus,3,Female,1266
P1267,Camera & Photo,Kodak,1,Female&Male,1267
P1268,Computers & Accessories,Linksys,3,Female,1268
P1269,Camera & Photo,Olympus,5,Female,1269
P1270,Computers & Accessories,Linksys,4,Female&Male,1270
P1271,Camera & Photo,Sony,5,Female,1271
P1272,Camera & Photo,Olympus,5,Female,1272
P1273,Camera & Photo,Nikon,5,Female,1273
P1274,Camera & Photo,Olympus,5,Female,1274
P1275,Camera & Photo,Kodak,3,Female&Male,1275
P1276,Camera & Photo,Canon,4,Female,1276
P1277,Camera & Photo,Sony,5,Male,1277
P1278,Camera & Photo,Canon,3,Female,1278
P1279,Computers & Accessories,Toshiba,5,Female,1279
P1280,Television & Video,Sony,5,Male,1280
P1281,Computers & Accessories,Linksys,5,Female,1281
P1282,Camera & Photo,Sony,4,Female,1282
P1283,Computers & Accessories,Linksys,4,Female,1283
P1284,Computers & Accessories,Linksys,1,Female,1284
P1285,Camera & Photo,Canon,5,Male,1285
P1286,Camera & Photo,Canon,5,Female,1286
P1287,Camera & Photo,Olympus,3,Female,1287
P1288,Camera & Photo,Nikon,2,Female,1288
P1289,Camera & Photo,Olympus,1,Female,1289
P1290,Computers & Accessories,HP,5,Female,1290
P1291,Computers & Accessories,Linksys,5,Female,1291
P1292,Camera & Photo,Nikon,5,Female,1292
P1293,Camera & Photo,Toshiba,1,Female,1293
P1294,Camera & Photo,Olympus,4,Female,1294
P1295,Camera & Photo,Olympus,2,Female,1295
P1296,Camera & Photo,Kodak,5,Female,1296
P1297,Camera & Photo,Olympus,5,Female,1297
P1298,Camera & Photo,Canon,5,Female,1298
P1299,Camera & Photo,Olympus,2,Female,1299
P1300,Camera & Photo,Canon,5,Female,1300
P1301,Computers & Accessories,Linksys,1,Female,1301
P1302,Camera & Photo,Canon,5,Female,1302
P1303,Camera & Photo,Kodak,5,Female&Male,1303
P1304,Camera & Photo,Nikon,2,Female,1304
P1305,Camera & Photo,Olympus,1,Female,1305
P1306,Camera & Photo,Canon,5,Female,1306
P1307,Computers & Accessories,Apple,1,Female&Male,1307
P1308,Computers & Accessories,Linksys,2,Female,1308
P1309,Camera & Photo,Kodak,2,Female,1309
P1310,Camera & Photo,Kodak,5,Female&Male,1310
P1311,Camera & Photo,Canon,5,Male,1311
P1312,Computers & Accessories,Toshiba,5,Female,1312
P1313,Camera & Photo,Kodak,5,Female,1313
P1314,Camera & Photo,Olympus,5,Female,1314
P1315,Camera & Photo,Sony,4,Male,1315
P1316,Computers & Accessories,Linksys,5,Female&Male,1316
P1317,Camera & Photo,Sony,4,Female,1317
P1318,Computers & Accessories,Sennheiser,5,Male,1318
P1319,Camera & Photo,Kodak,5,Female&Male,1319
P1320,Camera & Photo,Canon,3,Female,1320
P1321,Computers & Accessories,Linksys,5,Female&Male,1321
P1322,Camera & Photo,Olympus,5,Female,1322
P1323,Computers & Accessories,Toshiba,2,Female,1323
P1324,Camera & Photo,Kodak,5,Female&Male,1324
P1325,Camera & Photo,Canon,5,Female,1325
P1326,Camera & Photo,Sony,3,Female,1326
P1327,Computers & Accessories,Toshiba,4,Female,1327
P1328,Camera & Photo,Sony,5,Male,1328
P1329,Computers & Accessories,Sennheiser,5,Male,1329
P1330,Camera & Photo,Kodak,5,Female&Male,1330
P1331,Camera & Photo,Nikon,5,Female,1331
P1332,Camera & Photo,Olympus,4,Female,1332
P1333,Computers & Accessories,Sennheiser,2,Male,1333
P1334,Computers & Accessories,Linksys,4,Female&Male,1334
P1335,Computers & Accessories,Linksys,5,Female&Male,1335
P1336,Camera & Photo,Kodak,2,Female&Male,1336
P1337,Camera & Photo,Canon,4,Female,1337
P1338,Computers & Accessories,Linksys,1,Female,1338
P1339,Computers & Accessories,Toshiba,5,Female,1339
P1340,Camera & Photo,Sony,5,Male,1340
P1341,Computers & Accessories,Linksys,2,Female&Male,1341
P1342,Camera & Photo,Kodak,2,Female&Male,1342
P1343,Camera & Photo,Vivitar,2,Female,1343
P1344,Camera & Photo,Canon,3,Female,1344
P1345,Camera & Photo,Canon,4,Female,1345
P1346,Camera & Photo,Canon,5,Female,1346
P1347,Camera & Photo,Olympus,5,Female,1347
P1348,Computers & Accessories,Sennheiser,1,Male,1348
P1349,Computers & Accessories,Linksys,5,Female&Male,1349
P1350,Camera & Photo,Toshiba,3,Female,1350
P1351,Camera & Photo,Sony,4,Female,1351
P1352,Camera & Photo,Olympus,3,Female,1352
P1353,Camera & Photo,Canon,5,Female,1353
P1354,Camera & Photo,Canon,4,Female,1354
P1355,Camera & Photo,Canon,3,Male,1355
P1356,Camera & Photo,Canon,5,Female,1356
P1357,Computers & Accessories,Linksys,2,Female,1357
P1358,Camera & Photo,Sony,5,Female,1358
P1359,Computers & Accessories,Toshiba,1,Female,1359
P1360,Camera & Photo,Nikon,1,Female,1360
P1361,Computers & Accessories,Apple,5,Female&Male,1361
P1362,Camera & Photo,Polaroid,4,Male,1362
P1363,Camera & Photo,Kodak,5,Female,1363
P1364,Camera & Photo,Kodak,5,Female,1364
P1365,Computers & Accessories,Apple,1,Female&Male,1365
P1366,Camera & Photo,Sony,5,Female,1366
P1367,Camera & Photo,Sony,5,Male,1367
P1368,Camera & Photo,Sony,4,Female,1368
P1369,Camera & Photo,Nikon,5,Female,1369
P1370,Camera & Photo,Canon,5,Female,1370
P1371,Camera & Photo,Olympus,5,Female,1371
P1372,Computers & Accessories,Sennheiser,5,Male,1372
P1373,Camera & Photo,Sony,1,Female&Male,1373
P1374,Camera & Photo,Canon,4,Female,1374
P1375,Computers & Accessories,Linksys,3,Female,1375
P1376,Camera & Photo,Olympus,1,Female,1376
P1377,Camera & Photo,Sony,5,Female,1377
P1378,Computers & Accessories,Sennheiser,5,Male,1378
P1379,Computers & Accessories,Linksys,5,Female,1379
P1380,Computers & Accessories,Toshiba,5,Female,1380
P1381,Camera & Photo,Nikon,3,Female,1381
P1382,Camera & Photo,Canon,4,Female,1382
P1383,Camera & Photo,Canon,3,Female,1383
P1384,Camera & Photo,Olympus,4,Female,1384
P1385,Camera & Photo,Canon,4,Female,1385
P1386,Camera & Photo,Olympus,5,Female,1386
P1387,Computers & Accessories,Linksys,5,Female,1387
P1388,Camera & Photo,Sony,5,Female,1388
P1389,Camera & Photo,Kodak,5,Female,1389
P1390,Camera & Photo,Olympus,5,Female,1390
P1391,Computers & Accessories,Linksys,1,Female,1391
P1392,Camera & Photo,JVC,3,Female,1392
P1393,Camera & Photo,Canon,4,Male,1393
P1394,Computers & Accessories,Linksys,4,Female&Male,1394
P1395,Computers & Accessories,Linksys,5,Female,1395
P1396,Camera & Photo,Olympus,5,Female,1396
P1397,Computers & Accessories,Linksys,3,Female,1397
P1398,Camera & Photo,Toshiba,1,Female,1398
P1399,Camera & Photo,Olympus,4,Female,1399
P1400,Camera & Photo,Nikon,5,Female,1400
P1401,Camera & Photo,Sony,4,Male,1401
P1402,Camera & Photo,Canon,5,Female,1402
P1403,Camera & Photo,JVC,4,Female,1403
P1404,Camera & Photo,Canon,5,Female,1404
P1405,Camera & Photo,Nikon,5,Female,1405
P1406,Camera & Photo,Olympus,4,Female,1406
P1407,Computers & Accessories,Sony,5,Female,1407
P1408,Camera & Photo,Nikon,4,Female,1408
P1409,Camera & Photo,Nikon,5,Female,1409
P1410,Camera & Photo,Sony,5,Female,1410
P1411,Camera & Photo,Sony,5,Female,1411
P1412,Computers & Accessories,Linksys,1,Female,1412
P1413,Computers & Accessories,Toshiba,1,Female,1413
P1414,Camera & Photo,Canon,5,Female,1414
P1415,Camera & Photo,Kodak,5,Female,1415
P1416,Television & Video,Sony,5,Male,1416
P1417,Camera & Photo,Sony,4,Male,1417
P1418,Camera & Photo,Kodak,4,Female&Male,1418
P1419,Computers & Accessories,Toshiba,3,Female,1419
P1420,Accessories & Supplies,Toshiba,5,Female,1420
P1421,Computers & Accessories,Linksys,3,Female&Male,1421
P1422,Camera & Photo,Olympus,4,Female,1422
P1423,Computers & Accessories,Toshiba,4,Female,1423
P1424,Camera & Photo,Kodak,5,Female,1424
P1425,Television & Video,Samsung,5,Male,1425
P1426,Computers & Accessories,Linksys,2,Female,1426
P1427,Camera & Photo,Sony,5,Female,1427
P1428,Computers & Accessories,Linksys,4,Female&Male,1428
P1429,Computers & Accessories,Linksys,5,Female&Male,1429
P1430,Computers & Accessories,Toshiba,4,Female,1430
P1431,Television & Video,Sony,5,Male,1431
P1432,Camera & Photo,Kodak,5,Female&Male,1432
P1433,Camera & Photo,Kodak,5,Female&Male,1433
P1434,Camera & Photo,Canon,5,Male,1434
P1435,Computers & Accessories,Toshiba,4,Female,1435
P1436,Camera & Photo,Nikon,3,Female,1436
P1437,Camera & Photo,Sony,5,Male,1437
P1438,Camera & Photo,Canon,3,Male,1438
P1439,Camera & Photo,Canon,3,Female,1439
P1440,Camera & Photo,Kodak,5,Female,1440
P1441,Camera & Photo,Olympus,5,Female,1441
P1442,Computers & Accessories,Sennheiser,5,Male,1442
P1443,Camera & Photo,Olympus,5,Female,1443
P1444,Camera & Photo,JVC,1,Female,1444
P1445,Camera & Photo,Sony,5,Female,1445
P1446,Computers & Accessories,Toshiba,5,Female,1446
P1447,Camera & Photo,Vivitar,3,Female,1447
P1448,Computers & Accessories,Linksys,4,Female,1448
P1449,Camera & Photo,Nikon,4,Female,1449
P1450,Camera & Photo,Olympus,4,Female,1450
P1451,Camera & Photo,Sony,1,Male,1451
P1452,Computers & Accessories,Linksys,2,Female,1452
P1453,Computers & Accessories,Kensington,5,Male,1453
P1454,Camera & Photo,Sony,1,Male,1454
P1455,Computers & Accessories,Linksys,1,Female,1455
P1456,Computers & Accessories,Linksys,1,Female,1456
P1457,Camera & Photo,Canon,5,Male,1457
P1458,Computers & Accessories,Toshiba,5,Female,1458
P1459,Camera & Photo,Sony,5,Male,1459
P1460,Camera & Photo,Kodak,5,Female,1460
P1461,Camera & Photo,Vivitar,4,Female,1461
P1462,Computers & Accessories,Linksys,1,Female&Male,1462
P1463,Computers & Accessories,Toshiba,5,Female,1463
P1464,Computers & Accessories,Sony,5,Female,1464
P1465,Camera & Photo,Canon,5,Female,1465
P1466,Camera & Photo,Vivitar,5,Female,1466
P1467,Computers & Accessories,Linksys,5,Female&Male,1467
P1468,Computers & Accessories,Linksys,2,Female&Male,1468
P1469,Computers & Accessories,Linksys,4,Female&Male,1469
P1470,Camera & Photo,Canon,1,Female,1470
P1471,Computers & Accessories,Linksys,5,Female&Male,1471
P1472,Computers & Accessories,Linksys,2,Female,1472
P1473,Computers & Accessories,Toshiba,5,Female,1473
P1474,Computers & Accessories,Linksys,5,Female,1474
P1475,Camera & Photo,Sony,2,Female,1475
P1476,Accessories & Supplies,Toshiba,5,Female,1476
P1477,Computers & Accessories,Sennheiser,1,Male,1477
P1478,Camera & Photo,Olympus,5,Female,1478
P1479,Computers & Accessories,Linksys,1,Female,1479
P1480,Camera & Photo,Canon,5,Female,1480
P1481,Computers & Accessories,Sennheiser,5,Male,1481
P1482,Camera & Photo,Toshiba,5,Female,1482
P1483,Camera & Photo,Sony,5,Male,1483
P1484,Camera & Photo,Olympus,5,Female,1484
P1485,Camera & Photo,Polaroid,5,Male,1485
P1486,Computers & Accessories,Linksys,4,Female,1486
P1487,Camera & Photo,Olympus,5,Female,1487
P1488,Camera & Photo,Vivitar,5,Female,1488
P1489,Camera & Photo,Sony,5,Male,1489
P1490,Camera & Photo,Kodak,5,Female,1490
P1491,Computers & Accessories,Linksys,5,Female&Male,1491
P1492,Computers & Accessories,Linksys,1,Female,1492
P1493,Camera & Photo,Olympus,1,Female,1493
P1494,Computers & Accessories,Linksys,5,Female&Male,1494
P1495,Camera & Photo,Kodak,3,Female&Male,1495
P1496,Camera & Photo,Canon,5,Male,1496
P1497,Computers & Accessories,Apple,5,Female&Male,1497
P1498,Computers & Accessories,Linksys,1,Female,1498
P1499,Camera & Photo,Toshiba,5,Female,1499
P1500,Camera & Photo,Toshiba,5,Female,1500
P1501,Camera & Photo,Nikon,5,Female,1501
P1502,Computers & Accessories,Logitech,1,Female&Male,1502
P1503,Camera & Photo,Vivitar,4,Female,1503
P1504,Camera & Photo,Sony,3,Female,1504
P1505,Computers & Accessories,Linksys,3,Female,1505
P1506,Computers & Accessories,Linksys,5,Female&Male,1506
P1507,Camera & Photo,Polaroid,4,Male,1507
P1508,Computers & Accessories,Linksys,4,Female&Male,1508
P1509,Computers & Accessories,Linksys,5,Female&Male,1509
P1510,Camera & Photo,Sony,5,Female,1510
P1511,Computers & Accessories,Linksys,2,Female,1511
P1512,Camera & Photo,Olympus,5,Female,1512
P1513,Computers & Accessories,Toshiba,5,Female,1513
P1514,Computers & Accessories,Toshiba,1,Female,1514
P1515,Computers & Accessories,Toshiba,1,Female,1515
P1516,Camera & Photo,Kodak,5,Female,1516
P1517,Camera & Photo,Sony,4,Male,1517
P1518,Camera & Photo,Canon,5,Male,1518
P1519,Camera & Photo,Olympus,3,Female,1519
P1520,Computers & Accessories,Linksys,2,Female,1520
P1521,Camera & Photo,Olympus,4,Female,1521
P1522,Camera & Photo,Kodak,4,Female,1522
P1523,Camera & Photo,Sony,4,Male,1523
P1524,Camera & Photo,Vivitar,4,Female,1524
P1525,Computers & Accessories,Sennheiser,5,Male,1525
P1526,Camera & Photo,Olympus,5,Female,1526
P1527,Camera & Photo,Kodak,5,Female,1527
P1528,Camera & Photo,Olympus,4,Female,1528
P1529,Camera & Photo,Toshiba,5,Female,1529
P1530,Computers & Accessories,Linksys,3,Female,1530
P1531,Camera & Photo,Canon,5,Female,1531
P1532,Camera & Photo,Olympus,5,Female,1532
P1533,Camera & Photo,Canon,4,Female&Male,1533
P1534,Camera & Photo,Kodak,5,Female,1534
P1535,Camera & Photo,Canon,5,Female,1535
P1536,Camera & Photo,Kodak,4,Female,1536
P1537,Camera & Photo,Olympus,5,Female,1537
P1538,Camera & Photo,Sony,2,Female,1538
P1539,Camera & Photo,Canon,5,Female,1539
P1540,Television & Video,Sony,1,Male,1540
P1541,Camera & Photo,JVC,5,Female,1541
P1542,Camera & Photo,Nikon,5,Female,1542
P1543,Computers & Accessories,Linksys,1,Female,1543
P1544,Camera & Photo,JVC,4,Female,1544
P1545,Camera & Photo,Sony,4,Female,1545
P1546,Computers & Accessories,Apple,4,Female&Male,1546
P1547,Camera & Photo,Olympus,5,Female,1547
P1548,Computers & Accessories,Linksys,1,Female,1548
P1549,Computers & Accessories,Linksys,5,Female&Male,1549
P1550,Camera & Photo,Olympus,5,Female,1550
P1551,Camera & Photo,Sony,4,Male,1551
P1552,Computers & Accessories,Toshiba,5,Female,1552
P1553,Camera & Photo,Olympus,5,Female,1553
P1554,Camera & Photo,Sony,5,Male,1554
P1555,Computers & Accessories,Toshiba,4,Female,1555
P1556,Computers & Accessories,Toshiba,5,Female,1556
P1557,Camera & Photo,Sony,4,Male,1557
P1558,Computers & Accessories,Sennheiser,1,Male,1558
P1559,Camera & Photo,Kodak,2,Female,1559
P1560,Camera & Photo,Canon,5,Female,1560
P1561,Camera & Photo,Sony,2,Female,1561
P1562,Computers & Accessories,HP,5,Female,1562
P1563,Computers & Accessories,Linksys,5,Female,1563
P1564,Camera & Photo,Sony,4,Female&Male,1564
P1565,Computers & Accessories,Apple,5,Female&Male,1565
P1566,Computers & Accessories,Linksys,5,Female&Male,1566
P1567,Computers & Accessories,Kensington,2,Male,1567
P1568,Computers & Accessories,Toshiba,1,Female,1568
P1569,Camera & Photo,Kodak,5,Female,1569
P1570,Camera & Photo,Olympus,5,Female,1570
P1571,Accessories & Supplies,Toshiba,5,Female,1571
P1572,Camera & Photo,Canon,5,Female&Male,1572
P1573,Camera & Photo,Kodak,5,Female,1573
P1574,Camera & Photo,Canon,3,Male,1574
P1575,Camera & Photo,Nikon,1,Female,1575
P1576,Accessories & Supplies,Toshiba,5,Female,1576
P1577,Computers & Accessories,Toshiba,1,Female,1577
P1578,Camera & Photo,Olympus,5,Female,1578
P1579,Camera & Photo,Sony,4,Female,1579
P1580,Computers & Accessories,Linksys,5,Female&Male,1580
P1581,Camera & Photo,Kodak,5,Female,1581
P1582,Computers & Accessories,Linksys,4,Female&Male,1582
P1583,Camera & Photo,Canon,5,Female,1583
P1584,Camera & Photo,Sony,5,Female,1584
P1585,Camera & Photo,Sony,5,Female,1585
P1586,Camera & Photo,Sony,5,Female,1586
P1587,Computers & Accessories,Linksys,2,Female,1587
P1588,Camera & Photo,Kodak,5,Female,1588
P1589,Camera & Photo,Canon,5,Female,1589
P1590,Camera & Photo,Sony,5,Female,1590
P1591,Camera & Photo,Nikon,4,Female,1591
P1592,Camera & Photo,Sony,5,Female&Male,1592
P1593,Computers & Accessories,Linksys,5,Female,1593
P1594,Computers & Accessories,Linksys,5,Female,1594
P1595,Camera & Photo,Canon,4,Female,1595
P1596,Camera & Photo,Nikon,5,Female,1596
P1597,Camera & Photo,Olympus,2,Female,1597
P1598,Camera & Photo,Olympus,5,Female,1598
P1599,Camera & Photo,Kodak,5,Female,1599
P1600,Camera & Photo,Sony,4,Male,1600
P1601,Camera & Photo,Panasonic,5,Male,1601
P1602,Camera & Photo,Olympus,4,Female,1602
P1603,Camera & Photo,Sony,5,Female,1603
P1604,Camera & Photo,Canon,1,Female,1604
P1605,Camera & Photo,Canon,1,Female,1605
P1606,Accessories & Supplies,Toshiba,5,Female,1606
P1607,Computers & Accessories,Linksys,5,Female,1607
P1608,Camera & Photo,Canon,5,Female,1608
P1609,Camera & Photo,Kodak,5,Female,1609
P1610,Camera & Photo,Olympus,1,Female,1610
P1611,Camera & Photo,Olympus,1,Female,1611
P1612,Computers & Accessories,Sennheiser,4,Male,1612
P1613,Camera & Photo,Sony,5,Female,1613
P1614,Computers & Accessories,Linksys,1,Female,1614
P1615,Computers & Accessories,Linksys,1,Female,1615
P1616,Camera & Photo,Vivitar,2,Female,1616
P1617,Computers & Accessories,Toshiba,5,Female,1617
P1618,Camera & Photo,Panasonic,4,Male,1618
P1619,Computers & Accessories,Toshiba,5,Female,1619
P1620,Camera & Photo,Kodak,5,Female&Male,1620
P1621,Camera & Photo,Nikon,4,Female,1621
P1622,Camera & Photo,Kodak,5,Female,1622
P1623,Computers & Accessories,Apple,1,Female&Male,1623
P1624,Camera & Photo,Sony,3,Female,1624
P1625,Camera & Photo,Sony,1,Male,1625
P1626,Computers & Accessories,Linksys,4,Female,1626
P1627,Camera & Photo,Canon,4,Male,1627
P1628,Computers & Accessories,Linksys,1,Female,1628
P1629,Camera & Photo,Sony,4,Male,1629
P1630,Camera & Photo,Sony,2,Male,1630
P1631,Camera & Photo,Toshiba,2,Female,1631
P1632,Computers & Accessories,Sennheiser,3,Male,1632
P1633,Camera & Photo,Canon,3,Female,1633
P1634,Camera & Photo,Canon,4,Female,1634
P1635,Television & Video,Samsung,5,Male,1635
P1636,Computers & Accessories,Linksys,1,Female,1636
P1637,Camera & Photo,Canon,4,Female,1637
P1638,Camera & Photo,Sony,5,Female,1638
P1639,Camera & Photo,Olympus,5,Female,1639
P1640,Camera & Photo,Kodak,1,Female,1640
P1641,Computers & Accessories,Linksys,4,Female,1641
P1642,Camera & Photo,Nikon,5,Female,1642
P1643,Camera & Photo,Kodak,5,Female&Male,1643
P1644,Camera & Photo,Olympus,3,Female,1644
P1645,Computers & Accessories,Linksys,2,Female&Male,1645
P1646,Computers & Accessories,Toshiba,5,Female,1646
P1647,Camera & Photo,Canon,4,Female,1647
P1648,Accessories & Supplies,Toshiba,2,Female,1648
P1649,Camera & Photo,Canon,5,Male,1649
P1650,Computers & Accessories,Linksys,3,Female,1650
P1651,Camera & Photo,Canon,5,Female,1651
P1652,Camera & Photo,Canon,5,Female,1652
P1653,Camera & Photo,JVC,2,Female,1653
P1654,Camera & Photo,Polaroid,1,Male,1654
P1655,Camera & Photo,Polaroid,5,Female&Male,1655
P1656,Camera & Photo,Kodak,4,Female,1656
P1657,Camera & Photo,Canon,5,Female,1657
P1658,Camera & Photo,Olympus,5,Female,1658
P1659,Camera & Photo,Olympus,3,Female,1659
P1660,Camera & Photo,Olympus,5,Female,1660
P1661,Computers & Accessories,Linksys,5,Female,1661
P1662,Camera & Photo,Sony,5,Male,1662
P1663,Computers & Accessories,Linksys,5,Female,1663
P1664,Camera & Photo,Sony,4,Female,1664
P1665,Computers & Accessories,Linksys,5,Female,1665
P1666,Camera & Photo,Canon,4,Female,1666
P1667,Camera & Photo,Canon,5,Female,1667
P1668,Camera & Photo,Sony,3,Male,1668
P1669,Camera & Photo,Kodak,5,Female,1669
P1670,Camera & Photo,Kodak,5,Male,1670
P1671,Camera & Photo,Olympus,5,Female,1671
P1672,Camera & Photo,Kodak,5,Female,1672
P1673,Camera & Photo,Kodak,1,Female&Male,1673
P1674,Camera & Photo,Canon,4,Female,1674
P1675,Computers & Accessories,Sennheiser,5,Male,1675
P1676,Camera & Photo,Kodak,4,Male,1676
P1677,Computers & Accessories,Toshiba,5,Female,1677
P1678,Camera & Photo,Canon,5,Female,1678
P1679,Camera & Photo,Canon,5,Female,1679
P1680,Computers & Accessories,Kensington,2,Male,1680
P1681,Camera & Photo,Canon,5,Female,1681
P1682,Camera & Photo,Canon,5,Female,1682
P1683,Camera & Photo,Canon,4,Female,1683
P1684,Camera & Photo,Canon,5,Female,1684
P1685,Camera & Photo,JVC,5,Female,1685
P1686,Camera & Photo,Sony,5,Female,1686
P1687,Camera & Photo,Kodak,5,Female,1687
P1688,Computers & Accessories,Toshiba,1,Female,1688
P1689,Television & Video,Toshiba,1,Female,1689
P1690,Camera & Photo,Canon,5,Female,1690
P1691,Computers & Accessories,Linksys,5,Female,1691
P1692,Camera & Photo,Sony,4,Male,1692
P1693,Computers & Accessories,Toshiba,5,Female,1693
P1694,Camera & Photo,Nikon,3,Female,1694
P1695,Computers & Accessories,Toshiba,3,Female,1695
P1696,Camera & Photo,Olympus,4,Female,1696
P1697,Camera & Photo,Olympus,4,Female,1697
P1698,Computers & Accessories,Linksys,4,Female,1698
P1699,Computers & Accessories,Linksys,4,Female,1699
P1700,Computers & Accessories,Linksys,5,Female,1700
P1701,Computers & Accessories,Linksys,4,Female,1701
P1702,Camera & Photo,Kodak,4,Male,1702
P1703,Computers & Accessories,Linksys,5,Female&Male,1703
P1704,Television & Video,Sony,5,Male,1704
P1705,Computers & Accessories,Linksys,5,Female,1705
P1706,Computers & Accessories,Linksys,5,Female,1706
P1707,Camera & Photo,Olympus,5,Female,1707
P1708,Camera & Photo,Canon,5,Female,1708
P1709,Camera & Photo,Sony,1,Male,1709
P1710,Camera & Photo,JVC,5,Female,1710
P1711,Headphones,Panasonic,5,Female&Male,1711
P1712,Camera & Photo,Olympus,4,Female,1712
P1713,Camera & Photo,Canon,5,Female,1713
P1714,Computers & Accessories,Linksys,5,Female,1714
P1715,Camera & Photo,Canon,1,Female,1715
P1716,Camera & Photo,Canon,4,Female,1716
P1717,Camera & Photo,Canon,5,Female,1717
P1718,Camera & Photo,Toshiba,1,Female,1718
P1719,Camera & Photo,Kodak,4,Male,1719
P1720,Camera & Photo,Vivitar,5,Female,1720
P1721,Camera & Photo,Sony,5,Female,1721
P1722,Camera & Photo,Canon,5,Female,1722
P1723,Camera & Photo,Sony,3,Male,1723
P1724,Computers & Accessories,Linksys,5,Female,1724
P1725,Camera & Photo,Sony,5,Male,1725
P1726,Camera & Photo,Canon,5,Female,1726
P1727,Camera & Photo,Canon,5,Female,1727
P1728,Camera & Photo,Polaroid,2,Male,1728
P1729,Camera & Photo,Toshiba,3,Female,1729
P1730,Camera & Photo,Nikon,3,Female,1730
P1731,Camera & Photo,Canon,5,Female,1731
P1732,Camera & Photo,Canon,4,Female,1732
P1733,Camera & Photo,Sony,5,Male,1733
P1734,Camera & Photo,Canon,5,Female,1734
P1735,Camera & Photo,Kodak,5,Female,1735
P1736,Camera & Photo,Kodak,5,Female,1736
P1737,Camera & Photo,Sony,3,Male,1737
P1738,Camera & Photo,Canon,5,Female,1738
P1739,Computers & Accessories,Toshiba,5,Female,1739
P1740,Camera & Photo,Canon,5,Female,1740
P1741,Headphones,EldHus,4,Female&Male,1741
P1742,Camera & Photo,Sony,4,Female&Male,1742
P1743,Camera & Photo,Canon,1,Female&Male,1743
P1744,Computers & Accessories,Linksys,5,Female,1744
P1745,Camera & Photo,Olympus,4,Female,1745
P1746,Camera & Photo,Sony,5,Female,1746
P1747,Camera & Photo,Kodak,5,Male,1747
P1748,Television & Video,Samsung,5,Male,1748
P1749,Camera & Photo,JVC,5,Female,1749
P1750,Camera & Photo,Canon,4,Female,1750
P1751,Camera & Photo,Kodak,4,Female,1751
P1752,Camera & Photo,Canon,5,Female,1752
P1753,Camera & Photo,Canon,4,Female,1753
P1754,Camera & Photo,Canon,4,Female,1754
P1755,Computers & Accessories,Linksys,1,Female&Male,1755
P1756,Camera & Photo,Canon,4,Female,1756
P1757,Camera & Photo,Sony,4,Female,1757
P1758,Camera & Photo,Canon,5,Female,1758
P1759,Camera & Photo,Canon,1,Female,1759
P1760,Computers & Accessories,Toshiba,4,Female,1760
P1761,Camera & Photo,Canon,5,Female,1761
P1762,Home Audio,Philips,1,Female,1762
P1763,Camera & Photo,Vivitar,3,Female,1763
P1764,Camera & Photo,Sony,4,Male,1764
P1765,Camera & Photo,Canon,2,Female,1765
