P_ID,USER_ID,TIMESTAMP,YEAR,MONTH
P1562,U1562,03-08-2003,2003,8
P1563,U1563,03-08-2003,2003,8
P1564,U1564,03-08-2003,2003,8
P1565,U1565,03-08-2003,2003,8
P1566,U1566,03-08-2003,2003,8
P1567,U1567,04-08-2003,2003,8
P1568,U1568,04-08-2003,2003,8
P1569,U1569,04-08-2003,2003,8
P1570,U1570,04-08-2003,2003,8
P1571,U1571,05-08-2003,2003,8
P1572,U1572,05-08-2003,2003,8
P1573,U1573,05-08-2003,2003,8
P1574,U1574,05-08-2003,2003,8
P1575,U1575,05-08-2003,2003,8
P1576,U1576,05-08-2003,2003,8
P1577,U1577,06-08-2003,2003,8
P1578,U1578,06-08-2003,2003,8
P1579,U1579,07-08-2003,2003,8
P1580,U1580,08-08-2003,2003,8
P1581,U1581,08-08-2003,2003,8
P1582,U1582,09-08-2003,2003,8
P1583,U1583,09-08-2003,2003,8
P1584,U1584,10-08-2003,2003,8
P1585,U1585,10-08-2003,2003,8
P1586,U1586,11-08-2003,2003,8
P1587,U1587,12-08-2003,2003,8
P1588,U1588,12-08-2003,2003,8
P1589,U1589,12-08-2003,2003,8
P1590,U1590,12-08-2003,2003,8
P1591,U1591,12-08-2003,2003,8
P1592,U1592,13-08-2003,2003,8
P1593,U1593,13-08-2003,2003,8
P1594,U1594,13-08-2003,2003,8
P1595,U1595,13-08-2003,2003,8
P1596,U1596,13-08-2003,2003,8
P1597,U1597,14-08-2003,2003,8
P1598,U1598,14-08-2003,2003,8
P1599,U1599,15-08-2003,2003,8
P1600,U1600,15-08-2003,2003,8
P1601,U1601,15-08-2003,2003,8
P1602,U1602,15-08-2003,2003,8
P1603,U1603,16-08-2003,2003,8
P1604,U1604,18-08-2003,2003,8
P1605,U1605,19-08-2003,2003,8
P1606,U1606,19-08-2003,2003,8
P1607,U1607,19-08-2003,2003,8
P1608,U1608,20-08-2003,2003,8
P1609,U1609,20-08-2003,2003,8
P1610,U1610,21-08-2003,2003,8
P1611,U1611,21-08-2003,2003,8
P1612,U1612,22-08-2003,2003,8
P1613,U1613,23-08-2003,2003,8
P1614,U1614,24-08-2003,2003,8
P1615,U1615,24-08-2003,2003,8
P1616,U1616,24-08-2003,2003,8
P1617,U1617,25-08-2003,2003,8
P1618,U1618,25-08-2003,2003,8
P1619,U1619,25-08-2003,2003,8
P1620,U1620,25-08-2003,2003,8
P1621,U1621,25-08-2003,2003,8
P1622,U1622,26-08-2003,2003,8
P1623,U1623,29-08-2003,2003,8
P1624,U1624,29-08-2003,2003,8
P1625,U1625,30-08-2003,2003,8
P1626,U1626,30-08-2003,2003,8
P1627,U1627,30-08-2003,2003,8
P1628,U1628,30-08-2003,2003,8
P1629,U1629,31-08-2003,2003,8
P1630,U1630,01-09-2003,2003,9
P1631,U1631,02-09-2003,2003,9
P1632,U1632,02-09-2003,2003,9
P1633,U1633,02-09-2003,2003,9
P1634,U1634,02-09-2003,2003,9
P1635,U1635,02-09-2003,2003,9
P1636,U1636,03-09-2003,2003,9
P1637,U1637,03-09-2003,2003,9
P1638,U1638,04-09-2003,2003,9
P1639,U1639,05-09-2003,2003,9
P1640,U1640,05-09-2003,2003,9
P1641,U1641,05-09-2003,2003,9
P1642,U1642,05-09-2003,2003,9
P1643,U1643,06-09-2003,2003,9
P1644,U1644,06-09-2003,2003,9
P1645,U1645,06-09-2003,2003,9
P1646,U1646,06-09-2003,2003,9
P1647,U1647,07-09-2003,2003,9
P1648,U1648,08-09-2003,2003,9
P1649,U1649,08-09-2003,2003,9
P1650,U1650,11-09-2003,2003,9
P1651,U1651,11-09-2003,2003,9
P1652,U1652,11-09-2003,2003,9
P1653,U1653,12-09-2003,2003,9
P1654,U1654,13-09-2003,2003,9
P1655,U1655,13-09-2003,2003,9
P1656,U1656,13-09-2003,2003,9
P1657,U1657,14-09-2003,2003,9
P1658,U1658,14-09-2003,2003,9
P1659,U1659,14-09-2003,2003,9
P1660,U1660,14-09-2003,2003,9
P1661,U1661,15-09-2003,2003,9
P1662,U1662,16-09-2003,2003,9
P1663,U1663,16-09-2003,2003,9
P1664,U1664,17-09-2003,2003,9
P1665,U1665,17-09-2003,2003,9
P1666,U1666,18-09-2003,2003,9
P1667,U1667,19-09-2003,2003,9
P1668,U1668,20-09-2003,2003,9
P1669,U1669,20-09-2003,2003,9
P1670,U1670,21-09-2003,2003,9
P1671,U1671,21-09-2003,2003,9
P1672,U1672,21-09-2003,2003,9
P1673,U1673,21-09-2003,2003,9
P1674,U1674,22-09-2003,2003,9
P1675,U1675,22-09-2003,2003,9
P1676,U1676,23-09-2003,2003,9
P1677,U1677,23-09-2003,2003,9
P1678,U1678,23-09-2003,2003,9
P1679,U1679,23-09-2003,2003,9
P1680,U1680,23-09-2003,2003,9
P1681,U1681,24-09-2003,2003,9
P1682,U1682,25-09-2003,2003,9
P1683,U1683,26-09-2003,2003,9
P1684,U1684,26-09-2003,2003,9
P1685,U1685,26-09-2003,2003,9
P1686,U1686,26-09-2003,2003,9
P1687,U1687,27-09-2003,2003,9
P1688,U1688,29-09-2003,2003,9
P1689,U1689,29-09-2003,2003,9
P1690,U1690,29-09-2003,2003,9
P1691,U1691,29-09-2003,2003,9
P1692,U1692,01-10-2003,2003,10
P1693,U1693,02-10-2003,2003,10
P1694,U1694,02-10-2003,2003,10
P1695,U1695,02-10-2003,2003,10
P1696,U1696,03-10-2003,2003,10
P1697,U1697,03-10-2003,2003,10
P1698,U1698,04-10-2003,2003,10
P1699,U1699,04-10-2003,2003,10
P1700,U1700,04-10-2003,2003,10
P1701,U1701,04-10-2003,2003,10
P1702,U1702,04-10-2003,2003,10
P1703,U1703,05-10-2003,2003,10
P1704,U1704,05-10-2003,2003,10
P1705,U1705,05-10-2003,2003,10
P1706,U1706,06-10-2003,2003,10
P1707,U1707,06-10-2003,2003,10
P1708,U1708,07-10-2003,2003,10
P1709,U1709,07-10-2003,2003,10
P1710,U1710,08-10-2003,2003,10
P1711,U1711,08-10-2003,2003,10
P1712,U1712,09-10-2003,2003,10
P1713,U1713,10-10-2003,2003,10
P1714,U1714,10-10-2003,2003,10
P1715,U1715,12-10-2003,2003,10
P1716,U1716,12-10-2003,2003,10
P1717,U1717,12-10-2003,2003,10
P1718,U1718,12-10-2003,2003,10
P1719,U1719,13-10-2003,2003,10
P1720,U1720,13-10-2003,2003,10
P1721,U1721,13-10-2003,2003,10
P1722,U1722,13-10-2003,2003,10
P1723,U1723,14-10-2003,2003,10
P1724,U1724,15-10-2003,2003,10
P1725,U1725,15-10-2003,2003,10
P1726,U1726,16-10-2003,2003,10
P1727,U1727,17-10-2003,2003,10
P1728,U1728,17-10-2003,2003,10
P1729,U1729,18-10-2003,2003,10
P1730,U1730,19-10-2003,2003,10
P1731,U1731,20-10-2003,2003,10
P1732,U1732,20-10-2003,2003,10
P1733,U1733,22-10-2003,2003,10
P1734,U1734,22-10-2003,2003,10
P1735,U1735,22-10-2003,2003,10
P1736,U1736,22-10-2003,2003,10
P1737,U1737,22-10-2003,2003,10
P1738,U1738,22-10-2003,2003,10
P1739,U1739,23-10-2003,2003,10
P1740,U1740,23-10-2003,2003,10
P1741,U1741,23-10-2003,2003,10
P1742,U1742,24-10-2003,2003,10
P1743,U1743,24-10-2003,2003,10
P1744,U1744,25-10-2003,2003,10
P1745,U1745,25-10-2003,2003,10
P1746,U1746,26-10-2003,2003,10
P1747,U1747,26-10-2003,2003,10
P1748,U1748,27-10-2003,2003,10
P1749,U1749,27-10-2003,2003,10
P1750,U1750,27-10-2003,2003,10
P1751,U1751,28-10-2003,2003,10
P1752,U1752,28-10-2003,2003,10
P1753,U1753,29-10-2003,2003,10
P1754,U1754,30-10-2003,2003,10
P1755,U1755,30-10-2003,2003,10
P1756,U1756,30-10-2003,2003,10
P1757,U1757,31-10-2003,2003,10
P1758,U1758,31-10-2003,2003,10
P1759,U1759,01-11-2003,2003,11
P1760,U1760,02-11-2003,2003,11
P1761,U1761,02-11-2003,2003,11
P1762,U1762,02-11-2003,2003,11
P1763,U1763,02-11-2003,2003,11
P1764,U1764,02-11-2003,2003,11
P1765,U1765,03-11-2003,2003,11
P1766,U1766,03-11-2003,2003,11
P1767,U1767,04-11-2003,2003,11
P1768,U1768,04-11-2003,2003,11
P1769,U1769,04-11-2003,2003,11
P1770,U1770,05-11-2003,2003,11
P1771,U1771,06-11-2003,2003,11
P1772,U1772,06-11-2003,2003,11
P1773,U1773,07-11-2003,2003,11
P1774,U1774,08-11-2003,2003,11
P1775,U1775,08-11-2003,2003,11
P1776,U1776,08-11-2003,2003,11
P1777,U1777,10-11-2003,2003,11
P1778,U1778,11-11-2003,2003,11
P1779,U1779,11-11-2003,2003,11
P1780,U1780,11-11-2003,2003,11
P1781,U1781,12-11-2003,2003,11
P1782,U1782,12-11-2003,2003,11
P1783,U1783,13-11-2003,2003,11
P1784,U1784,13-11-2003,2003,11
P1785,U1785,14-11-2003,2003,11
P1786,U1786,14-11-2003,2003,11
P1787,U1787,14-11-2003,2003,11
P1788,U1788,15-11-2003,2003,11
P1789,U1789,16-11-2003,2003,11
P1790,U1790,16-11-2003,2003,11
P1791,U1791,17-11-2003,2003,11
P1792,U1792,17-11-2003,2003,11
P1793,U1793,18-11-2003,2003,11
P1794,U1794,18-11-2003,2003,11
P1795,U1795,19-11-2003,2003,11
P1796,U1796,19-11-2003,2003,11
P1797,U1797,19-11-2003,2003,11
P1798,U1798,20-11-2003,2003,11
P1799,U1799,20-11-2003,2003,11
P1800,U1800,20-11-2003,2003,11
P1801,U1801,22-11-2003,2003,11
P1802,U1802,23-11-2003,2003,11
P1803,U1803,23-11-2003,2003,11
P1804,U1804,24-11-2003,2003,11
P1805,U1805,24-11-2003,2003,11
P1806,U1806,24-11-2003,2003,11
P1807,U1807,25-11-2003,2003,11
P1808,U1808,25-11-2003,2003,11
P1809,U1809,25-11-2003,2003,11
P1810,U1810,26-11-2003,2003,11
P1811,U1811,26-11-2003,2003,11
P1812,U1812,26-11-2003,2003,11
P1813,U1813,28-11-2003,2003,11
P1814,U1814,28-11-2003,2003,11
P1815,U1815,28-11-2003,2003,11
P1816,U1816,29-11-2003,2003,11
P1817,U1817,29-11-2003,2003,11
P1818,U1818,29-11-2003,2003,11
P1819,U1819,30-11-2003,2003,11
P1820,U1820,01-12-2003,2003,12
P1821,U1821,01-12-2003,2003,12
P1822,U1822,01-12-2003,2003,12
P1823,U1823,02-12-2003,2003,12
P1824,U1824,02-12-2003,2003,12
P1825,U1825,03-12-2003,2003,12
P1826,U1826,03-12-2003,2003,12
P1827,U1827,03-12-2003,2003,12
P1828,U1828,04-12-2003,2003,12
P1829,U1829,04-12-2003,2003,12
P1830,U1830,05-12-2003,2003,12
P1831,U1831,05-12-2003,2003,12
P1832,U1832,05-12-2003,2003,12
P1833,U1833,05-12-2003,2003,12
P1834,U1834,05-12-2003,2003,12
P1835,U1835,05-12-2003,2003,12
P1836,U1836,05-12-2003,2003,12
P1837,U1837,05-12-2003,2003,12
P1838,U1838,06-12-2003,2003,12
P1839,U1839,06-12-2003,2003,12
P1840,U1840,06-12-2003,2003,12
P1841,U1841,06-12-2003,2003,12
P1842,U1842,06-12-2003,2003,12
P1843,U1843,06-12-2003,2003,12
P1844,U1844,06-12-2003,2003,12
P1845,U1845,07-12-2003,2003,12
P1846,U1846,07-12-2003,2003,12
P1847,U1847,08-12-2003,2003,12
P1848,U1848,08-12-2003,2003,12
P1849,U1849,08-12-2003,2003,12
P1850,U1850,08-12-2003,2003,12
P1851,U1851,08-12-2003,2003,12
P1852,U1852,09-12-2003,2003,12
P1853,U1853,09-12-2003,2003,12
P1854,U1854,09-12-2003,2003,12
P1855,U1855,09-12-2003,2003,12
P1856,U1856,09-12-2003,2003,12
P1857,U1857,09-12-2003,2003,12
P1858,U1858,09-12-2003,2003,12
P1859,U1859,10-12-2003,2003,12
P1860,U1860,10-12-2003,2003,12
P1861,U1861,10-12-2003,2003,12
P1862,U1862,10-12-2003,2003,12
P1863,U1863,10-12-2003,2003,12
P1864,U1864,10-12-2003,2003,12
P1865,U1865,12-12-2003,2003,12
P1866,U1866,12-12-2003,2003,12
P1867,U1867,12-12-2003,2003,12
P1868,U1868,12-12-2003,2003,12
P1869,U1869,12-12-2003,2003,12
P1870,U1870,14-12-2003,2003,12
P1871,U1871,14-12-2003,2003,12
P1872,U1872,15-12-2003,2003,12
P1873,U1873,15-12-2003,2003,12
P1874,U1874,15-12-2003,2003,12
P1875,U1875,15-12-2003,2003,12
P1876,U1876,16-12-2003,2003,12
P1877,U1877,16-12-2003,2003,12
P1878,U1878,16-12-2003,2003,12
P1879,U1879,17-12-2003,2003,12
P1880,U1880,17-12-2003,2003,12
P1881,U1881,17-12-2003,2003,12
P1882,U1882,17-12-2003,2003,12
P1883,U1883,17-12-2003,2003,12
P1884,U1884,17-12-2003,2003,12
P1885,U1885,17-12-2003,2003,12
P1886,U1886,17-12-2003,2003,12
P1887,U1887,18-12-2003,2003,12
P1888,U1888,18-12-2003,2003,12
P1889,U1889,18-12-2003,2003,12
P1890,U1890,18-12-2003,2003,12
P1891,U1891,18-12-2003,2003,12
P1892,U1892,19-12-2003,2003,12
P1893,U1893,20-12-2003,2003,12
P1894,U1894,20-12-2003,2003,12
P1895,U1895,20-12-2003,2003,12
P1896,U1896,21-12-2003,2003,12
P1897,U1897,21-12-2003,2003,12
P1898,U1898,21-12-2003,2003,12
P1899,U1899,21-12-2003,2003,12
P1900,U1900,21-12-2003,2003,12
P1901,U1901,22-12-2003,2003,12
P1902,U1902,22-12-2003,2003,12
P1903,U1903,22-12-2003,2003,12
P1904,U1904,22-12-2003,2003,12
P1905,U1905,22-12-2003,2003,12
P1906,U1906,22-12-2003,2003,12
P1907,U1907,23-12-2003,2003,12
P1908,U1908,23-12-2003,2003,12
P1909,U1909,23-12-2003,2003,12
P1910,U1910,23-12-2003,2003,12
P1911,U1911,23-12-2003,2003,12
P1912,U1912,23-12-2003,2003,12
P1913,U1913,24-12-2003,2003,12
P1914,U1914,24-12-2003,2003,12
P1915,U1915,24-12-2003,2003,12
P1916,U1916,24-12-2003,2003,12
P1917,U1917,24-12-2003,2003,12
P1918,U1918,25-12-2003,2003,12
P1919,U1919,25-12-2003,2003,12
P1920,U1920,25-12-2003,2003,12
P1921,U1921,25-12-2003,2003,12
P1922,U1922,26-12-2003,2003,12
P1923,U1923,26-12-2003,2003,12
P1924,U1924,26-12-2003,2003,12
P1925,U1925,26-12-2003,2003,12
P1926,U1926,26-12-2003,2003,12
P1927,U1927,27-12-2003,2003,12
P1928,U1928,27-12-2003,2003,12
P1929,U1929,27-12-2003,2003,12
P1930,U1930,27-12-2003,2003,12
P1931,U1931,27-12-2003,2003,12
P1932,U1932,28-12-2003,2003,12
P1933,U1933,28-12-2003,2003,12
P1934,U1934,29-12-2003,2003,12
P1935,U1935,29-12-2003,2003,12
P1936,U1936,29-12-2003,2003,12
P1937,U1937,29-12-2003,2003,12
P1938,U1938,29-12-2003,2003,12
P1939,U1939,29-12-2003,2003,12
P1940,U1940,29-12-2003,2003,12
P1941,U1941,29-12-2003,2003,12
P1942,U1942,29-12-2003,2003,12
P1943,U1943,29-12-2003,2003,12
P1944,U1944,29-12-2003,2003,12
P1945,U1945,29-12-2003,2003,12
P1946,U1946,30-12-2003,2003,12
P1947,U1947,30-12-2003,2003,12
P1948,U1948,31-12-2003,2003,12
P1949,U1949,31-12-2003,2003,12
P1950,U1950,31-12-2003,2003,12
P1951,U1951,31-12-2003,2003,12
P1952,U1952,01-01-2004,2004,1
P1953,U1953,01-01-2004,2004,1
P1954,U1954,01-01-2004,2004,1
P1955,U1955,01-01-2004,2004,1
P1956,U1956,02-01-2004,2004,1
P1957,U1957,02-01-2004,2004,1
P1958,U1958,02-01-2004,2004,1
P1959,U1959,02-01-2004,2004,1
P1960,U1960,02-01-2004,2004,1
P1961,U1961,02-01-2004,2004,1
P1962,U1962,03-01-2004,2004,1
P1963,U1963,03-01-2004,2004,1
P1964,U1964,03-01-2004,2004,1
P1965,U1965,04-01-2004,2004,1
P1966,U1966,04-01-2004,2004,1
P1967,U1967,04-01-2004,2004,1
P1968,U1968,04-01-2004,2004,1
P1969,U1969,05-01-2004,2004,1
P1970,U1970,05-01-2004,2004,1
P1971,U1971,05-01-2004,2004,1
P1972,U1972,06-01-2004,2004,1
P1973,U1973,06-01-2004,2004,1
P1974,U1974,06-01-2004,2004,1
P1975,U1975,07-01-2004,2004,1
P1976,U1976,07-01-2004,2004,1
P1977,U1977,07-01-2004,2004,1
P1978,U1978,07-01-2004,2004,1
P1979,U1979,08-01-2004,2004,1
P1980,U1980,08-01-2004,2004,1
P1981,U1981,09-01-2004,2004,1
P1982,U1982,09-01-2004,2004,1
P1983,U1983,09-01-2004,2004,1
P1984,U1984,09-01-2004,2004,1
P1985,U1985,09-01-2004,2004,1
P1986,U1986,10-01-2004,2004,1
P1987,U1987,10-01-2004,2004,1
P1988,U1988,11-01-2004,2004,1
P1989,U1989,12-01-2004,2004,1
P1990,U1990,12-01-2004,2004,1
P1991,U1991,12-01-2004,2004,1
P1992,U1992,12-01-2004,2004,1
P1993,U1993,13-01-2004,2004,1
P1994,U1994,13-01-2004,2004,1
P1995,U1995,13-01-2004,2004,1
P1996,U1996,14-01-2004,2004,1
P1997,U1997,14-01-2004,2004,1
P1998,U1998,15-01-2004,2004,1
P1999,U1999,15-01-2004,2004,1
P2000,U2000,15-01-2004,2004,1
P2001,U2001,16-01-2004,2004,1
P2002,U2002,16-01-2004,2004,1
P2003,U2003,16-01-2004,2004,1
P2004,U2004,16-01-2004,2004,1
P2005,U2005,16-01-2004,2004,1
P2006,U2006,16-01-2004,2004,1
P2007,U2007,17-01-2004,2004,1
P2008,U2008,17-01-2004,2004,1
P2009,U2009,19-01-2004,2004,1
P2010,U2010,19-01-2004,2004,1
P2011,U2011,19-01-2004,2004,1
P2012,U2012,19-01-2004,2004,1
P2013,U2013,20-01-2004,2004,1
P2014,U2014,20-01-2004,2004,1
P2015,U2015,22-01-2004,2004,1
P2016,U2016,24-01-2004,2004,1
P2017,U2017,24-01-2004,2004,1
P2018,U2018,25-01-2004,2004,1
P2019,U2019,25-01-2004,2004,1
P2020,U2020,25-01-2004,2004,1
P2021,U2021,26-01-2004,2004,1
P2022,U2022,26-01-2004,2004,1
P2023,U2023,26-01-2004,2004,1
P2024,U2024,26-01-2004,2004,1
P2025,U2025,26-01-2004,2004,1
P2026,U2026,26-01-2004,2004,1
P2027,U2027,27-01-2004,2004,1
P2028,U2028,27-01-2004,2004,1
P2029,U2029,27-01-2004,2004,1
P2030,U2030,27-01-2004,2004,1
P2031,U2031,27-01-2004,2004,1
P2032,U2032,27-01-2004,2004,1
P2033,U2033,28-01-2004,2004,1
P2034,U2034,28-01-2004,2004,1
P2035,U2035,29-01-2004,2004,1
P2036,U2036,30-01-2004,2004,1
P2037,U2037,31-01-2004,2004,1
P2038,U2038,01-02-2004,2004,2
P2039,U2039,01-02-2004,2004,2
P2040,U2040,01-02-2004,2004,2
P2041,U2041,02-02-2004,2004,2
P2042,U2042,02-02-2004,2004,2
P2043,U2043,02-02-2004,2004,2
P2044,U2044,02-02-2004,2004,2
P2045,U2045,02-02-2004,2004,2
P2046,U2046,03-02-2004,2004,2
P2047,U2047,03-02-2004,2004,2
P2048,U2048,03-02-2004,2004,2
P2049,U2049,04-02-2004,2004,2
P2050,U2050,04-02-2004,2004,2
P2051,U2051,04-02-2004,2004,2
P2052,U2052,04-02-2004,2004,2
P2053,U2053,04-02-2004,2004,2
P2054,U2054,04-02-2004,2004,2
P2055,U2055,04-02-2004,2004,2
P2056,U2056,05-02-2004,2004,2
P2057,U2057,05-02-2004,2004,2
P2058,U2058,05-02-2004,2004,2
P2059,U2059,05-02-2004,2004,2
P2060,U2060,05-02-2004,2004,2
P2061,U2061,06-02-2004,2004,2
P2062,U2062,06-02-2004,2004,2
P2063,U2063,07-02-2004,2004,2
P2064,U2064,07-02-2004,2004,2
P2065,U2065,07-02-2004,2004,2
P2066,U2066,08-02-2004,2004,2
P2067,U2067,08-02-2004,2004,2
P2068,U2068,08-02-2004,2004,2
P2069,U2069,08-02-2004,2004,2
P2070,U2070,09-02-2004,2004,2
P2071,U2071,09-02-2004,2004,2
P2072,U2072,09-02-2004,2004,2
P2073,U2073,09-02-2004,2004,2
P2074,U2074,10-02-2004,2004,2
P2075,U2075,10-02-2004,2004,2
P2076,U2076,10-02-2004,2004,2
P2077,U2077,12-02-2004,2004,2
P2078,U2078,12-02-2004,2004,2
P2079,U2079,13-02-2004,2004,2
P2080,U2080,13-02-2004,2004,2
P2081,U2081,14-02-2004,2004,2
P2082,U2082,14-02-2004,2004,2
P2083,U2083,14-02-2004,2004,2
P2084,U2084,14-02-2004,2004,2
P2085,U2085,15-02-2004,2004,2
P2086,U2086,15-02-2004,2004,2
P2087,U2087,15-02-2004,2004,2
P2088,U2088,16-02-2004,2004,2
P2089,U2089,16-02-2004,2004,2
P2090,U2090,16-02-2004,2004,2
P2091,U2091,16-02-2004,2004,2
P2092,U2092,17-02-2004,2004,2
P2093,U2093,17-02-2004,2004,2
P2094,U2094,17-02-2004,2004,2
P2095,U2095,17-02-2004,2004,2
P2096,U2096,17-02-2004,2004,2
P2097,U2097,18-02-2004,2004,2
P2098,U2098,19-02-2004,2004,2
P2099,U2099,20-02-2004,2004,2
P2100,U2100,20-02-2004,2004,2
P2101,U2101,20-02-2004,2004,2
P2102,U2102,20-02-2004,2004,2
P2103,U2103,21-02-2004,2004,2
P2104,U2104,21-02-2004,2004,2
P2105,U2105,22-02-2004,2004,2
P2106,U2106,22-02-2004,2004,2
P2107,U2107,23-02-2004,2004,2
P2108,U2108,23-02-2004,2004,2
P2109,U2109,23-02-2004,2004,2
P2110,U2110,23-02-2004,2004,2
P2111,U2111,23-02-2004,2004,2
P2112,U2112,24-02-2004,2004,2
P2113,U2113,25-02-2004,2004,2
P2114,U2114,26-02-2004,2004,2
P2115,U2115,26-02-2004,2004,2
P2116,U2116,27-02-2004,2004,2
P2117,U2117,27-02-2004,2004,2
P2118,U2118,27-02-2004,2004,2
P2119,U2119,28-02-2004,2004,2
P2120,U2120,28-02-2004,2004,2
P2121,U2121,29-02-2004,2004,2
P2122,U2122,29-02-2004,2004,2
P2123,U2123,01-03-2004,2004,3
P2124,U2124,01-03-2004,2004,3
P2125,U2125,01-03-2004,2004,3
P2126,U2126,01-03-2004,2004,3
P2127,U2127,01-03-2004,2004,3
P2128,U2128,01-03-2004,2004,3
P2129,U2129,01-03-2004,2004,3
P2130,U2130,03-03-2004,2004,3
P2131,U2131,03-03-2004,2004,3
P2132,U2132,03-03-2004,2004,3
P2133,U2133,05-03-2004,2004,3
P2134,U2134,05-03-2004,2004,3
P2135,U2135,06-03-2004,2004,3
P2136,U2136,06-03-2004,2004,3
P2137,U2137,06-03-2004,2004,3
P2138,U2138,07-03-2004,2004,3
P2139,U2139,07-03-2004,2004,3
P2140,U2140,08-03-2004,2004,3
P2141,U2141,08-03-2004,2004,3
P2142,U2142,08-03-2004,2004,3
P2143,U2143,08-03-2004,2004,3
P2144,U2144,09-03-2004,2004,3
P2145,U2145,09-03-2004,2004,3
P2146,U2146,09-03-2004,2004,3
P2147,U2147,11-03-2004,2004,3
P2148,U2148,11-03-2004,2004,3
P2149,U2149,11-03-2004,2004,3
P2150,U2150,11-03-2004,2004,3
P2151,U2151,11-03-2004,2004,3
P2152,U2152,12-03-2004,2004,3
P2153,U2153,12-03-2004,2004,3
P2154,U2154,12-03-2004,2004,3
P2155,U2155,14-03-2004,2004,3
P2156,U2156,14-03-2004,2004,3
P2157,U2157,14-03-2004,2004,3
P2158,U2158,15-03-2004,2004,3
P2159,U2159,15-03-2004,2004,3
P2160,U2160,15-03-2004,2004,3
P2161,U2161,15-03-2004,2004,3
P2162,U2162,16-03-2004,2004,3
P2163,U2163,16-03-2004,2004,3
P2164,U2164,16-03-2004,2004,3
P2165,U2165,17-03-2004,2004,3
P2166,U2166,17-03-2004,2004,3
P2167,U2167,17-03-2004,2004,3
P2168,U2168,18-03-2004,2004,3
P2169,U2169,19-03-2004,2004,3
P2170,U2170,19-03-2004,2004,3
P2171,U2171,19-03-2004,2004,3
P2172,U2172,20-03-2004,2004,3
P2173,U2173,20-03-2004,2004,3
P2174,U2174,20-03-2004,2004,3
P2175,U2175,20-03-2004,2004,3
P2176,U2176,21-03-2004,2004,3
P2177,U2177,22-03-2004,2004,3
P2178,U2178,22-03-2004,2004,3
P2179,U2179,22-03-2004,2004,3
P2180,U2180,22-03-2004,2004,3
P2181,U2181,23-03-2004,2004,3
P2182,U2182,23-03-2004,2004,3
P2183,U2183,23-03-2004,2004,3
P2184,U2184,25-03-2004,2004,3
P2185,U2185,25-03-2004,2004,3
P2186,U2186,26-03-2004,2004,3
P2187,U2187,27-03-2004,2004,3
P2188,U2188,27-03-2004,2004,3
P2189,U2189,27-03-2004,2004,3
P2190,U2190,27-03-2004,2004,3
P2191,U2191,28-03-2004,2004,3
P2192,U2192,28-03-2004,2004,3
P2193,U2193,28-03-2004,2004,3
P2194,U2194,29-03-2004,2004,3
P2195,U2195,29-03-2004,2004,3
P2196,U2196,30-03-2004,2004,3
P2197,U2197,31-03-2004,2004,3
P2198,U2198,31-03-2004,2004,3
P2199,U2199,31-03-2004,2004,3
P2200,U2200,31-03-2004,2004,3
P2201,U2201,31-03-2004,2004,3
P2202,U2202,01-04-2004,2004,4
P2203,U2203,01-04-2004,2004,4
P2204,U2204,01-04-2004,2004,4
P2205,U2205,01-04-2004,2004,4
P2206,U2206,01-04-2004,2004,4
P2207,U2207,01-04-2004,2004,4
P2208,U2208,02-04-2004,2004,4
P2209,U2209,02-04-2004,2004,4
P2210,U2210,02-04-2004,2004,4
P2211,U2211,02-04-2004,2004,4
P2212,U2212,02-04-2004,2004,4
P2213,U2213,03-04-2004,2004,4
P2214,U2214,03-04-2004,2004,4
P2215,U2215,03-04-2004,2004,4
P2216,U2216,03-04-2004,2004,4
P2217,U2217,03-04-2004,2004,4
P2218,U2218,04-04-2004,2004,4
P2219,U2219,05-04-2004,2004,4
P2220,U2220,05-04-2004,2004,4
P2221,U2221,05-04-2004,2004,4
P2222,U2222,06-04-2004,2004,4
P2223,U2223,06-04-2004,2004,4
P2224,U2224,07-04-2004,2004,4
P2225,U2225,07-04-2004,2004,4
P2226,U2226,08-04-2004,2004,4
P2227,U2227,08-04-2004,2004,4
P2228,U2228,08-04-2004,2004,4
P2229,U2229,08-04-2004,2004,4
P2230,U2230,08-04-2004,2004,4
P2231,U2231,09-04-2004,2004,4
P2232,U2232,09-04-2004,2004,4
P2233,U2233,09-04-2004,2004,4
P2234,U2234,09-04-2004,2004,4
P2235,U2235,11-04-2004,2004,4
P2236,U2236,11-04-2004,2004,4
P2237,U2237,12-04-2004,2004,4
P2238,U2238,12-04-2004,2004,4
P2239,U2239,13-04-2004,2004,4
P2240,U2240,13-04-2004,2004,4
P2241,U2241,13-04-2004,2004,4
P2242,U2242,14-04-2004,2004,4
P2243,U2243,15-04-2004,2004,4
P2244,U2244,15-04-2004,2004,4
P2245,U2245,17-04-2004,2004,4
P2246,U2246,17-04-2004,2004,4
P2247,U2247,18-04-2004,2004,4
P2248,U2248,19-04-2004,2004,4
P2249,U2249,19-04-2004,2004,4
P2250,U2250,20-04-2004,2004,4
P2251,U2251,20-04-2004,2004,4
P2252,U2252,20-04-2004,2004,4
P2253,U2253,21-04-2004,2004,4
P2254,U2254,21-04-2004,2004,4
P2255,U2255,22-04-2004,2004,4
P2256,U2256,22-04-2004,2004,4
P2257,U2257,22-04-2004,2004,4
P2258,U2258,22-04-2004,2004,4
P2259,U2259,22-04-2004,2004,4
